Técnico de Nível Médio em Edificações;613
Tecnologia em Gestão Ambiental;221
Licenciatura em Geografia;110
Técnico de Nível Médio em Eletrotécnica;301
Técnico de Nível Médio em Geologia;315
Técnico de Nível Médio em Edificações;613
Tecnologia em Gestão Pública;275
Técnico de Nível Médio em Manutenção e Suporte em Informática;142
Software BIM para Instalações Elétricas e Hidrossanitárias (Módulo Básico);4
Técnico de Nível Médio em Geologia;315
Técnico de Nível Médio em Construção Civil;373
Tecnologia em Análise e Desenvolvimento de Sistemas;250
Mestrado em Educação Profissional;170
Técnico de Nível Médio em Petróleo e Gás;121
Tecnologia em Construção de Edifícios;177
Tecnologia em Análise e Desenvolvimento de Sistemas;250
Engenharia de Energia;92
Técnico de Nível Médio em Eletrotécnica;301
Técnico de Nível Médio em Controle Ambiental;467
Técnico de Nível Médio em Controle Ambiental;467
Técnico de Nível Médio em Construção Civil;373
Técnico de Nível Médio em Construção Civil;373
Técnico de Nível Médio em Geologia e Mineração;327
Técnico de Nível Médio em Eletromecânica;296
Técnico de Nível Médio em Geologia;315
Formação Inicial e Continuada em Dança e Cidadania da Pessoa Idosa;438
Formação Inicial e Continuada em Dança e Cidadania da Pessoa Idosa;438
Dança e Cidadania de Pessoa Idosa;437
Tecnologia em Gestão Pública;275
Técnico de Nível Médio em Geologia e Mineração;327
Técnico de Nível Médio em Mecânica;353
Técnico de Nível Médio em Construção Civil;373
Tecnologia em Gestão Ambiental;221
Técnico de Nível Médio em Informática;295
Técnico de Nível Médio em Eletrotécnica;301
Tecnologia em Gestão Pública;275
Tecnologia em Gestão Ambiental;221
Técnico de Nível Médio em Informática;295
Técnico de Nível Médio em Construção Civil;373
Formação de Operador de Petróleo;20
Técnico de Nivel Médio em Eletrotécnica;40
Formação Inicial e Continuada em Operador de Petróleo I;166
Técnico de Nível Médio em Geologia e Mineração;327
Técnico de Nível Médio em Controle Ambiental;467
Técnico de Nível Médio em Mecânica;353
Tecnologia em Gestão Pública;275
Dança e Cidadania de Pessoa Idosa;437
Técnico de Nível Médio em Geologia;315
Técnico Integrado em Mineração;7
Atualização de Professores em Educação Inclusiva;43
Tecnologia em Análise e Desenvolvimento de Sistemas;250
Técnico de Nível Médio em Eletrotécnica;301
Dança e Cidadania de Pessoa Idosa;437
Formação Inicial e Continuada em Dança e Cidadania da Pessoa Idosa;438
Técnico de Nível Médio em Segurança do Trabalho;315
Técnico de Nível Médio em Construção Civil;373
Técnico de Nível Médio em Informática;295
Técnico de Nível Médio em Construção Civil;373
Atualização em Educação Ambiental e Geografia do Semi-árido;27
Atualização de Professores em Educação Inclusiva;43
Técnico de Nível Médio em Construção Civil;373
Técnico de Nível Médio em Eletromecânica;296
Mestrado em Educação Profissional;170
Formação Inicial e Continuada em Dança e Cidadania da Pessoa Idosa;438
Técnico de Nível Médio em Estradas;122
Formação Inicial e Continuada em Dança e Cidadania da Pessoa Idosa;438
Tecnologia em Construção de Edifícios;177
Técnico de Nível Médio em Controle Ambiental;467
Tecnologia em Redes de Computadores;223
Formação Inicial e Continuada em Operador de Petróleo I;166
Dança e Cidadania de Pessoa Idosa;437
Técnico de Nível Médio em Mecânica;353
Técnico de Nível Médio em Geologia e Mineração;327
Técnico de Nível Médio em Geologia e Mineração;327
Técnico de Nível Médio em Geologia e Mineração;327
Técnico de Nível Médio em Mecânica;353
Técnico de Nível Médio em Informática;295
Formação Inicial e Continuada em Operador de Petróleo I;166
Técnico de Nível Médio em Informática;295
Técnico de Nível Médio em Informática;295
Doutorado em Educação Profissional;78
Técnico de Nível Médio em Segurança do Trabalho;315
Tecnologia em Análise e Desenvolvimento de Sistemas;250
Técnico de Nível Médio em Geologia;315
Técnico de Nível Médio em Segurança do Trabalho;315
Técnico de Nível Médio em Eletrotécnica;301
Técnico de Nível Médio em Tecnologia Ambiental;377
Técnico de Nível Médio em Edificações;613
Tecnologia em Gestão Ambiental;221
Formação Inicial e Continuada em Operador de Petróleo I;166
Tecnologia em Gestão Pública;275
Atualização de Professores em Educação Inclusiva;43
Licenciatura em Espanhol;110
Técnico Integrado em Mineração;7
Técnico de Nível Médio em Controle Ambiental;467
Tecnologia em Comércio Exterior;102
Técnico de Nível Médio em Estradas;122
Técnico de Nível Médio em Informática para Internet;147
Técnico de Nivel Médio em Geologia e Mineração;196
Técnico de Nível Médio em Construção Civil;373
Técnico de Nivel Médio em Geologia e Mineração;196
Tecnologia em Redes de Computadores;223
Tecnologia em Análise e Desenvolvimento de Sistemas;250
Técnico de Nível Médio em Eletromecânica;296
Técnico de Nível Médio em Eletromecânica;296
Técnico de Nível Médio em Edificações;613
Tecnologia em Gestão Ambiental;221
Técnico de Nível Médio em Geologia e Mineração;327
Técnico de Nível Médio em Controle Ambiental;467
Técnico de Nível Médio em Geologia e Mineração;327
Técnico de Nível Médio em Geologia e Mineração;327
Tecnologia em Gestão Ambiental;221
Técnico de Nivel Médio em Geologia e Mineração;196
Técnico de Nível Médio em Eletromecânica;296
Tecnologia em Gestão Pública;275
Especialização em Educação Profissional Integrada à Educação Básica na Modalidade Educação de Jovens e Adultos;128
Licenciatura em Geografia;110
Técnico de Nivel Médio em Eletrotécnica;40
Técnico de Nível Médio em Eletromecânica;296
Formação Inicial e Continuada em OM - Eletricista de Manutenção;7
Tecnologia em Redes de Computadores;223
Técnico de Nível Médio em Tecnologia Ambiental;377
Técnico de Nível Médio em Tecnologia Ambiental;377
Técnico de Nível Médio em Informática;295
Formação Inicial e Continuada em Operador de Petróleo I;166
Técnico de Nível Médio em Geologia e Mineração;327
Técnico de Nível Médio em Tecnologia Ambiental;377
Formação Inicial e Continuada em Dança para Inclusão da Pessoa com Deficiência;64
Tecnologia em Desenvolvimento de Software;21
Técnico de Nível Médio em Eletromecânica;296
Técnico de Nível Médio em Geologia e Mineração;327
Técnico de Nível Médio em Informática;295
Formação Inicial e Continuada em Operador de Petróleo I;166
Técnico de Nível Médio em Informática;295
Tecnologia em Construção de Edifícios;177
Técnico de Nível Médio em Informática;295
Técnico de Nivel Médio em Eletrotécnica;40
Técnico de Nível Médio em Informática;295
Técnico de Nível Médio em Construção Civil;373
Licenciatura em Espanhol;110
Técnico de Nível Médio em Geologia e Mineração;327
Técnico de Nível Médio em Geologia e Mineração;327
Tecnologia em Redes de Computadores;223
Formação Inicial e Continuada em Operador de Petróleo I;166
Técnico de Nível Médio em Mineração;318
Técnico de Nível Médio em Informática;295
Formação Inicial e Continuada em Dança e Cidadania da Pessoa Idosa;438
Técnico de Nivel Médio em Eletrotécnica;40
Engenharia de Energia;92
Tecnologia em Fabricação Mecânica;15
Técnico de Nível Médio em Informática;295
Técnico de Nível Médio em Tecnologia Ambiental;377
Técnico de Nível Médio em Informática;295
Tecnologia em Gestão Pública;275
Técnico de Nível Médio em Eletrotécnica;301
Formação Inicial e Continuada em Operador de Petróleo I;166
Técnico de Nível Médio em Construção Civil;373
Técnico de Nível Médio em Mecânica;353
Tecnologia em Análise e Desenvolvimento de Sistemas;250
Técnico de Nível Médio em Petróleo e Gás;121
Técnico de Nível Médio em Eletromecânica;296
Técnico de Nível Médio em Eletrotécnica;301
Técnico de Nível Médio em Informática para Internet;147
Formação Inicial e Continuada em Dança para Inclusão da Pessoa com Deficiência;64
Técnico de Nível Médio em Construção Civil;373
Técnico de Nível Médio em Tecnologia Ambiental;377
Técnico de Nível Médio em Construção Civil;373
Técnico de Nível Médio em Construção Civil;373
Doutorado em Educação Profissional;78
Formação Inicial e Continuada em Operador de Petróleo I;166
Técnico em Operação da Produção do Petróleo;19
Técnico de Nível Médio em Eletromecânica;296
Técnico de Nível Médio em Tecnologia Ambiental;377
Técnico de Nível Médio em Eletromecânica;296
Técnico de Nível Médio em Eletrotécnica;301
Técnico de Nível Médio em Mecânica;353
Técnico de Nível Médio em Petróleo e Gás;121
Técnico de Nível Médio em Estradas;122
Tecnologia em Informática;2
Técnico de Nível Médio em Eletromecânica;296
Técnico de Nível Médio em Construção Civil;373
Técnico de Nível Médio em Informática;295
Técnico de Nível Médio em Eletromecânica;296
Tecnologia em Redes de Computadores;223
Iniciação às Regras Harmônicas, Arranjos e Improvisos;28
Técnico de Nível Médio em Eletromecânica;296
Formação Inicial e Continuada em Operador de Petróleo I;166
Técnico de Nível Médio em Administração;157
Técnico de Nível Médio em Construção Civil;373
Tecnologia em Redes de Computadores;223
Técnico de Nível Médio em Eletromecânica;296
Técnico de Nível Médio em Petróleo e Gás;121
Técnico de Nível Médio em Edificações;613
Curso de Formação Inicial e Continuada ou Qualificação Profissional em Aprendizagem Intercultural;36
Atualização de Professores em Educação Inclusiva;43
Técnico de Nível Médio em Administração;157
Técnico de Nível Médio em Edificações;613
Tecnologia em Gestão Ambiental;221
Dança e Cidadania de Pessoa Idosa;437
Formação Inicial e Continuada em Dança e Cidadania da Pessoa Idosa;438
Técnico de Nível Médio em Edificações;613
Técnico de Nível Médio em Edificações;613
Técnico de Nível Médio em Controle Ambiental;467
Tecnologia em Redes de Computadores;223
Técnico de Nível Médio em Edificações;613
Técnico de Nível Médio em Estradas;122
Tecnologia em Análise e Desenvolvimento de Sistemas;250
Licenciatura em Geografia;110
Técnico de Nível Médio em Tecnologia Ambiental;377
Tecnologia em Construção de Edifícios;177
Técnico de Nível Médio em Tecnologia Ambiental;377
Técnico de Nível Médio em Tecnologia Ambiental;377
Técnico de Nível Médio em Geologia;315
Tecnologia em Produção da Construção Civil;5
Técnico de Nível Médio em Construção Civil;373
Licenciatura em Espanhol;110
Técnico de Nível Médio em Controle Ambiental;467
Técnico de Nível Médio em Construção Civil;373
Técnico de Nível Médio em Eletromecânica;296
Musicalização por meio do Canto Coral;60
Musicalização por meio do Canto Coral;60
Tecnologia em Redes de Computadores;223
Técnico de Nível Médio em Tecnologia Ambiental;377
Técnico de Nível Médio em Tecnologia Ambiental;377
Tecnologia em Construção de Edifícios;177
Técnico de Nível Médio em Informática;295
Técnico de Nível Médio em Construção Civil;373
Técnico de Nivel Médio em Geologia e Mineração;196
Técnico de Nível Médio em Informática;295
Tecnologia em Gestão Pública;275
Técnico de Nível Médio em Mineração;318
Técnico de Nível Médio em Construção Civil;373
Técnico de Nível Médio em Geologia e Mineração;327
Tecnologia em Construção de Edifícios;177
Técnico de Nível Médio em Segurança do Trabalho;315
Tecnologia em Gestão Pública;275
Formação Inicial e Continuada em Operador de Petróleo I;166
Técnico de Nível Médio em Controle Ambiental;467
Tecnologia em Comércio Exterior;102
Técnico de Nível Médio em Segurança do Trabalho;315
Técnico de Nível Médio em Segurança do Trabalho;315
Técnico de Nível Médio em Edificações;613
Tecnologia em Gestão Ambiental;221
Técnico de Nível Médio em Eletromecânica;296
Técnico de Nível Médio em Edificações;613
Técnico de Nível Médio em Segurança do Trabalho;315
Técnico de Nível Médio em Informática;295
CURSO BÁSICO E INTERMEDIÁRIO  EM ARCGIS 10.5;25
Tecnologia em Construção de Edifícios;177
Técnico de Nível Médio em Edificações;613
Tecnologia em Redes de Computadores;223
Técnico de Nível Médio em Serviços Condominiais;2
Mestrado em Educação Profissional;170
Licenciatura em Matemática;101
Tecnologia em Gestão Pública;275
Técnico de Nível Médio em Geologia;315
Técnico de Nível Médio em Mecânica;353
Técnico de Nível Médio em Informática para Internet;147
Técnico de Nível Médio em Informática para Internet;147
Técnico de Nível Médio em Construção Civil;373
Técnico de Nível Médio em Mecânica;353
Licenciatura em Geografia;110
Técnico de Nível Médio em Mineração;318
Técnico de Nível Médio em Geologia;315
Tecnologia em Redes de Computadores;223
Tecnologia em Redes de Computadores;223
Técnico de Nível Médio em Geologia e Mineração;327
Técnico de Nível Médio em Construção Civil;373
CURSO BÁSICO E INTERMEDIÁRIO  EM ARCGIS 10.5;25
Técnico de Nível Médio em Tecnologia Ambiental;377
Engenharia de Energia;92
Técnico de Nível Médio em Mecânica;353
Técnico em Operação da Produção do Petróleo;19
Formação Inicial e Continuada em Operador de Petróleo I;166
Técnico de Nível Médio em Mecânica;353
Licenciatura em Matemática;101
Técnico de Nível Médio em Controle Ambiental;467
Técnico de Nível Médio em Eletrotécnica;301
Técnico de Nível Médio em Eletrotécnica;301
Técnico de Nível Médio em Mecânica;353
Técnico de Nível Médio em Edificações;613
Formação Inicial e Continuada em Operador de Petróleo I;166
Tecnologia em Desenvolvimento de Software;21
Técnico de Nível Médio em Geologia e Mineração;327
Técnico de Nível Médio em Tecnologia Ambiental;377
Técnico de Nível Médio em Tecnologia Ambiental;377
Técnico de Nível Médio em Mecânica;353
Técnico de Nível Médio em Eletrotécnica;301
Formação Inicial e Continuada em Operador de Petróleo I;166
Técnico de Nível Médio em Controle Ambiental;467
Tecnologia em Gestão Pública;275
Ensino Médio;45
Formação Inicial e Continuada em Dança para Inclusão da Pessoa com Deficiência;64
Técnico de Nível Médio em Mecânica;353
Técnico de Nivel Médio em Eletrotécnica;40
Técnico de Nível Médio em Mineração;318
Mestrado Profissional em Uso Sustentável de Recursos Naturais;73
Técnico de Nível Médio em Mecânica;353
Formação de Operador de Petróleo;20
Curso de Formação Inicial e Continuada ou Qualificação Profissional em Aprendizagem Intercultural;36
Técnico de Nível Médio em Eletromecânica;296
Técnico de Nível Médio em Segurança do Trabalho;315
Técnico de Nivel Médio em Eletrotécnica;40
Técnico de Nível Médio em Petróleo e Gás;121
Tecnologia em Redes de Computadores;223
Técnico de Nível Médio em Eletrotécnica;301
Técnico de Nível Médio em Eletrotécnica;301
Técnico Integrado em Eletrotécnica;19
Tecnologia em Construção de Edifícios;177
Software BIM para Instalações Elétricas e Hidrossanitárias(Módulo básico);24
Formação Inicial e Continuada em Operador de Petróleo I;166
Dança e Cidadania de Pessoa Idosa;437
Técnico de Nível Médio em Mecânica;353
Técnico de Nível Médio em Controle Ambiental;467
Técnico de Nível Médio em Tecnologia Ambiental;377
Técnico de Nível Médio em Edificações;613
Técnico de Nível Médio em Eletrotécnica;301
Técnico de Nível Médio em Segurança do Trabalho;315
Técnico de Nível Médio em Mecânica;353
Técnico de Nível Médio em Manutenção e Suporte em Informática;142
Técnico de Nível Médio em Petróleo e Gás;121
Técnico de Nível Médio em Segurança do Trabalho;315
Técnico de Nivel Médio em Geologia e Mineração;196
Licenciatura em Espanhol;110
Licenciatura em Física;89
Técnico de Nível Médio em Petróleo e Gás;121
Técnico de Nível Médio em Mineração;318
Técnico de Nível Médio em Eletrotécnica;301
Iniciação às Regras Harmônicas, Arranjos e Improvisos;28
Técnico de Nível Médio em Mecânica;353
Tecnologia em Redes de Computadores;223
Técnico de Nível Médio em Edificações;613
Técnico de Nível Médio em Construção Civil;373
Técnico de Nível Médio em Geologia e Mineração;327
Técnico de Nível Médio em Segurança do Trabalho;315
Formação Inicial e Continuada em Dança e Cidadania da Pessoa Idosa;438
Formação Inicial e Continuada em Dança e Cidadania da Pessoa Idosa;438
Técnico de Nível Médio em Edificações;613
Técnico de Nível Médio em Edificações;613
Técnico de Nível Médio em Segurança do Trabalho;315
Tecnologia em Construção de Edifícios;177
Técnico de Nível Médio em Mineração;318
Técnico de Nível Médio em Administração;157
Técnico de Nível Médio em Construção Civil;373
Técnico de Nível Médio em Administração;157
Iniciação ao Violão;32
Tecnologia em Gestão Ambiental;221
Técnico de Nível Médio em Controle Ambiental;467
Técnico de Nível Médio em Controle Ambiental;467
Técnico de Nível Médio em Controle Ambiental;467
Técnico de Nível Médio em Segurança do Trabalho;315
Técnico de Nível Médio em Mineração;318
Técnico de Nível Médio em Edificações;613
Especialização em Licenciamento Ambiental em Petróleo e Gás On Shore;10
Tecnologia em Construção de Edifícios;177
Licenciatura em Espanhol;110
Técnico de Nível Médio em Mecânica;353
Técnico de Nível Médio em Segurança do Trabalho;315
Técnico de Nível Médio em Eletrotécnica;301
Formação de Operador de Petróleo;20
Licenciatura em Geografia;110
Técnico de Nível Médio em Mineração;318
Técnico de Nível Médio em Geologia;315
Técnico de Nível Médio em Mineração;318
Técnico de Nível Médio em Edificações;613
Técnico de Nível Médio em Controle Ambiental;467
Técnico de Nível Médio em Informática;295
Técnico de Nível Médio em Edificações;613
Tecnologia em Gestão Pública;275
Formação Inicial e Continuada em Operador de Petróleo I;166
Licenciatura em Geografia;110
Prática em Conjunto - Coral;26
Técnico de Nível Médio em Controle Ambiental;467
Técnico de Nível Médio em Eletromecânica;296
Licenciatura em Espanhol;110
Técnico de Nível Médio em Mecânica;353
Mestrado em Educação Profissional;170
Técnico de Nível Médio em Edificações;613
Técnico de Nível Médio em Construção Civil;373
Técnico de Nível Médio em Edificações;613
Técnico de Nível Médio em Construção Civil;373
Técnico de Nível Médio em Segurança do Trabalho;315
Tecnologia em Construção de Edifícios;177
Técnico de Nível Médio em Eletrotécnica;301
Tecnologia em Gestão Ambiental;221
Técnico de Nível Médio em Controle Ambiental;467
Técnico de Nível Médio em Geologia e Mineração;327
Formação Inicial e Continuada em Dança e Cidadania da Pessoa Idosa;438
Dança e Cidadania de Pessoa Idosa;437
Técnico de Nível Médio em Informática;295
Técnico de Nível Médio em Construção Civil;373
Piano Popular em Nível Intermediário;13
Piano Popular Intermediário;5
Dança e Cidadania de Pessoa Idosa;437
Técnico de Nível Médio em Geologia e Mineração;327
Técnico de Nível Médio em Mineração;318
Técnico de Nível Médio em Geologia;315
Tecnologia em Meio Ambiente;3
Formação Inicial e Continuada em Dança e Cidadania da Pessoa Idosa;438
Técnico de Nível Médio em Geologia e Mineração;327
Técnico de Nível Médio em Edificações;613
Prática em Conjunto - Coral;26
Licenciatura em Física;89
Tecnologia em Análise e Desenvolvimento de Sistemas;250
Técnico de Nível Médio em Mineração;318
Técnico de Nível Médio em Mecânica;353
Técnico de Nível Médio em Administração;157
Técnico de Nível Médio em Controle Ambiental;467
Técnico de Nível Médio em Eletrotécnica;301
Técnico de Nível Médio em Edificações;613
Técnico de Nível Médio em Manutenção e Suporte em Informática;142
Técnico de Nível Médio em Controle Ambiental;467
Técnico de Nível Médio em Edificações;613
Sotware BIM para Arquitetura (Módulo Básico);24
Técnico de Nível Médio em Controle Ambiental;467
Técnico de Nível Médio em Mineração;318
Tecnologia em Comércio Exterior;102
Técnico de Nível Médio em Informática para Internet;147
Estrutura de Dados em C++ para Competições de Programação;6
Técnico de Nível Médio em Mineração;318
Musicalização por meio do Canto Coral;60
Musicalização por meio do Canto Coral;60
Técnico de Nível Médio em Mineração;318
Técnico de Nível Médio em Controle Ambiental;467
Técnico de Nível Médio em Geologia;315
Técnico de Nível Médio em Mineração;318
Técnico de Nível Médio em Mineração;318
Técnico de Nível Médio em Edificações;613
Técnico de Nível Médio em Mecânica;353
Licenciatura em Física;89
Técnico de Nível Médio em Eletromecânica;296
Técnico de Nivel Médio em Geologia e Mineração;196
Técnico de Nível Médio em Petróleo e Gás;121
Técnico de Nível Médio em Mecânica;353
Técnico de Nivel Médio em Geologia e Mineração;196
Técnico de Nível Médio em Eletrotécnica;301
Técnico de Nível Médio em Informática;295
Técnico de Nivel Médio em Geologia e Mineração;196
Técnico de Nível Médio em Mineração;318
Técnico de Nível Médio em Informática para Internet;147
Técnico de Nível Médio em Informática;295
Técnico de Nível Médio em Segurança do Trabalho;315
Técnico de Nível Médio em Geologia;315
Técnico de Nível Médio em Controle Ambiental;467
Técnico de Nível Médio em Eletrotécnica;301
Tecnologia em Construção de Edifícios;177
Técnico de Nível Médio em Mineração;318
Técnico de Nível Médio em Administração;157
Técnico de Nível Médio em Edificações;613
Técnico de Nível Médio em Edificações;613
Técnico de Nível Médio em Construção Civil;373
Biologia Teórica e Experimental;15
Dança e Cidadania de Pessoa Idosa;437
Técnico de Nível Médio em Controle Ambiental;467
Técnico de Nível Médio em Edificações;613
Técnico de Nível Médio em Edificações;613
Tecnologia em Análise e Desenvolvimento de Sistemas;250
Técnico de Nível Médio em Edificações;613
Técnico de Nível Médio em Geologia;315
Técnico de Nível Médio em Geologia;315
Biologia Teórica e Experimental;15
Técnico de Nível Médio em Informática para Internet;147
Técnico de Nível Médio em Segurança do Trabalho;315
Técnico de Nível Médio em Informática para Internet;147
Estrutura de Dados em C++ para Competições de Programação;6
Técnico de Nível Médio em Mineração;318
Técnico de Nível Médio em Mecânica;353
Técnico de Nível Médio em Tecnologia Ambiental;377
Sotware BIM para Arquitetura (Módulo Básico);24
Técnico de Nível Médio em Tecnologia Ambiental;377
Técnico de Nível Médio em Tecnologia Ambiental;377
Técnico de Nivel Médio em Geologia e Mineração;196
Técnico de Nivel Médio em Geologia e Mineração;196
Técnico de Nível Médio em Geologia e Mineração;327
Técnico de Nível Médio em Edificações;613
Formação Inicial e Continuada em Dança e Cidadania da Pessoa Idosa;438
Técnico de Nível Médio em Informática;295
Técnico de Nível Médio em Eletrotécnica;301
Tecnologia em Gestão Ambiental;221
Técnico de Nível Médio em Tecnologia Ambiental;377
Técnico de Nível Médio em Controle Ambiental;467
Especialização em Educação Profissional Integrada à Educação Básica na Modalidade Educação de Jovens e Adultos;128
Técnico de Nível Médio em Geologia;315
Formação Inicial e Continuada em Operador de Petróleo I;166
Dança e Cidadania de Pessoa Idosa;437
Técnico de Nível Médio em Mecânica;353
Técnico de Nível Médio em Construção Civil;373
Técnico de Nível Médio em Edificações;613
CURSO BÁSICO E INTERMEDIÁRIO  EM ARCGIS 10.5;25
Curso de Formação Inicial e  Continuada (FIC) em Cuidador de Idoso;30
Tecnologia em Redes de Computadores;223
Tecnologia em Construção de Edifícios;177
Formação Inicial e Continuada em Dança para Inclusão da Pessoa com Deficiência;64
Técnico de Nível Médio em Construção Civil;373
Técnico de Nível Médio em Administração;157
Musicalização por meio do Canto Coral;60
Musicalização por meio do Canto Coral;60
Técnico de Nível Médio em Mineração;318
Técnico de Nível Médio em Controle Ambiental;467
Especialização em Educação Profissional Integrada à Educação Básica na Modalidade Educação de Jovens e Adultos;128
Mestrado em Educação Profissional;170
Técnico de Nível Médio em Informática;295
Iniciação ao Violão;32
Tecnologia em Gestão Ambiental;221
Mestrado em Educação Profissional;170
Técnico de Nível Médio em Informática;295
Licenciatura em Geografia;110
Técnico de Nível Médio em Edificações;613
Licenciatura em Espanhol;110
